i;Weights;BCW;CCW
0;7013.0;0.08467236467236468;0.002634593626289049
0;3913.0;0.06358974358974358;0.006907296231289979
0;5640.0;0.045698005698005695;0.008910620611247928
0;2872.0;0.07202279202279203;0.007490311362757241
0;4409.0;0.08649572649572651;0.009601109965317255
0;4012.0;0.07566951566951567;0.006840564707672595
0;3604.0;0.09059829059829061;0.004597484099314695
0;1620.0;0.07783475783475782;0.007470602596479172
0;2648.0;0.09538461538461539;0.0030331191280237955
0;4291.0;0.0831908831908832;0.009611483020860404
1;6373.0;0.08854700854700856;0.00930766599720738
1;2579.0;0.05014245014245014;0.010528630899336897
1;5473.0;0.046153846153846156;0.010938766768893736
1;3154.0;0.08729344729344729;0.009729038424102502
1;3826.0;0.08888888888888886;0.0031712777881941134
1;3754.0;0.08603988603988605;0.007111986779320311
1;5743.0;0.09116809116809117;0.004111400757857816
1;4215.0;0.06814814814814817;0.006658330793740704
1;4121.0;0.07612535612535612;0.00621154197072466
1;4320.0;0.06507122507122506;0.005359707386043984
2;3863.0;0.07555555555555556;0.005219637181177707
2;5706.0;0.056866096866096866;0.009597400734554251
2;5145.0;0.05527065527065527;0.01392615316099887
2;1830.0;0.08216524216524217;0.008685441738521385
2;1296.0;0.12752136752136753;0.008580565123110473
2;6030.0;0.1002849002849003;0.006059535666966498
2;2733.0;0.07316239316239315;0.007556525286760345
2;3918.0;0.0823931623931624;0.008331327948307493
2;5876.0;0.07555555555555556;0.012338874286829307
2;9451.0;0.05344729344729345;0.012331506654908718
3;4645.0;0.056068376068376065;0.006577617185083742
3;4716.0;0.0701994301994302;0.006583002633529879
3;3811.0;0.0686039886039886;0.009354710993315014
3;558.0;0.09698005698005698;0.008482245351632934
3;2426.0;0.08387464387464387;0.003509482512457016
3;4198.0;0.11783475783475783;0.0028590950356575696
3;4661.0;0.06780626780626779;0.004676001324481039
3;4703.0;0.06233618233618235;0.013111972611469666
3;4340.0;0.0905982905982906;0.003082242931118095
3;2956.0;0.07601139601139602;0.006562871665139665
4;3817.0;0.07251661918328584;0.006611584374914281
4;3467.0;0.10142450142450145;0.003698457810045667
4;3563.0;0.08877492877492876;0.00951764158285473
4;1289.0;0.07384615384615384;0.010501951236256489
4;4519.0;0.08831908831908832;0.01038026199536189
4;2318.0;0.06039886039886039;0.009689730830954037
4;4040.0;0.07715099715099717;0.0047528481845610804
4;3035.0;0.06962962962962962;0.008802112628775217
4;4821.0;0.06746438746438745;0.0035908184495257183
4;4193.0;0.06165242165242165;0.008698918982666195
5;3839.0;0.06883190883190883;0.009844240712788199
5;2870.0;0.08626780626780627;0.004280778980640545
5;3357.0;0.06643874643874643;0.004868084727287064
5;3198.0;0.07202279202279203;0.0064699298026069715
5;6174.0;0.08376068376068375;0.010385358041711814
5;3762.0;0.06951566951566951;0.009227995263444415
5;4850.0;0.07977207977207978;0.004336837594745571
5;3602.0;0.05937321937321937;0.010157800638157544
5;4136.0;0.09732193732193731;0.007661342008246895
5;4920.0;0.09002849002849003;0.00521865921428647
6;2050.0;0.10541310541310543;0.003026811630514312
6;3520.0;0.08695156695156694;0.007035257208092392
6;2133.0;0.09572649572649573;0.004352350338166113
6;7449.0;0.08011396011396012;0.0034235574956820464
6;5465.0;0.049230769230769224;0.011406506533374154
6;5275.0;0.08854700854700856;0.004582550546245415
6;5814.0;0.06085470085470085;0.008005144885127937
6;3068.0;0.08831908831908832;0.0075453445356463795
6;6936.0;0.06518518518518518;0.013399029358369443
6;2614.0;0.08182336182336183;0.006098249348357511
7;2016.0;0.08341880341880341;0.006277503893276356
7;2211.0;0.06415954415954417;0.008734643617805885
7;3683.0;0.06746438746438746;0.013131717212077213
7;4207.0;0.05150997150997151;0.008217645334067927
7;1756.0;0.09470085470085467;0.008010998188568102
7;6588.0;0.07943019943019944;0.0060746159385567456
7;2653.0;0.05390313390313391;0.011201084958327211
7;3690.0;0.07829059829059828;0.00614337257961049
7;3777.0;0.050370370370370364;0.009798356958559361
7;2521.0;0.07566951566951567;0.00825737961268748
8;2227.0;0.06962962962962964;0.010525588403073986
8;3018.0;0.11703703703703704;0.00343546758708032
8;5663.0;0.07396011396011397;0.004304311265909876
8;5138.0;0.08045584045584045;0.004644225039709117
8;8150.0;0.05413105413105414;0.004737884376645447
8;2694.0;0.07487179487179485;0.008021305304765311
8;3138.0;0.07111111111111111;0.009352974560633389
8;5972.0;0.0480911680911681;0.010373148734188663
8;3970.0;0.07635327635327635;0.010931784508145626
8;4221.0;0.06484330484330483;0.00511757667623187
9;2209.0;0.08227920227920228;0.008716770545138598
9;5839.0;0.07908831908831909;0.006408474659573265
9;2477.0;0.098005698005698;0.0046122741679177305
9;6235.0;0.06051282051282052;0.00637176296450009
9;5320.0;0.10415954415954413;0.0038858584765556177
9;2345.0;0.067008547008547;0.010723473365073287
9;5460.0;0.0694017094017094;0.004148758328662332
9;4855.0;0.05937321937321937;0.009165877240443189
9;3090.0;0.06358974358974358;0.011011307422831988
9;1857.0;0.0645014245014245;0.009037269333377625
10;4409.0;0.0807977207977208;0.005806325129332699
10;5576.0;0.06735042735042734;0.013423141702146655
10;1899.0;0.07703703703703704;0.006756413906281694
10;6506.0;0.056296296296296296;0.010316813081143404
10;7065.0;0.05789173789173789;0.007907211141003076
10;3613.0;0.08170940170940172;0.009009646290437974
10;3057.0;0.06666666666666668;0.005461742266325838
10;5474.0;0.06313390313390313;0.00863337387673495
10;2209.0;0.09641025641025643;0.00944981224554801
10;3046.0;0.0750997150997151;0.005960212499245097
11;4518.0;0.054017094017094015;0.011563249370338567
11;2950.0;0.09675213675213676;0.003365439019201486
11;3339.0;0.08376068376068375;0.005693325693198564
11;3007.0;0.07566951566951567;0.0139409511735036
11;3450.0;0.06131054131054131;0.00711802636655489
11;5151.0;0.07156695156695157;0.006528385134387339
11;3560.0;0.07065527065527065;0.007274390608643827
11;4498.0;0.06267806267806268;0.007308691403501897
11;2932.0;0.09128205128205129;0.0063269752312855015
11;4765.0;0.05094017094017094;0.00881583479073793
12;3525.0;0.07703703703703704;0.004639726040467392
12;2989.0;0.1060968660968661;0.002737350299548887
12;3636.0;0.0888888888888889;0.007249029567247817
12;1830.0;0.08182336182336183;0.010161014371793873
12;3349.0;0.06746438746438746;0.010213438345598971
12;2787.0;0.08626780626780627;0.005967066398434227
12;2969.0;0.07988603988603987;0.012484872256408631
12;3613.0;0.0645014245014245;0.007480299539593639
12;3464.0;0.08740740740740742;0.005449843033549235
12;2022.0;0.12547008547008548;0.004544032983286909
13;5954.0;0.07783475783475782;0.00369753954562733
13;2694.0;0.08205128205128204;0.0049181471318529325
13;2345.0;0.07076923076923078;0.005340530091802825
13;3990.0;0.06279202279202278;0.009696227632298398
13;1398.0;0.06051282051282052;0.008737227723067254
13;2268.0;0.09310541310541309;0.0036100872305470464
13;3861.0;0.1303703703703704;0.00633268762428943
13;5582.0;0.06974358974358974;0.006486528792427243
13;2965.0;0.10165242165242165;0.004759965640051476
13;2072.0;0.0627920227920228;0.008022682889725208
14;3587.0;0.08524216524216525;0.011234672742873297
14;2293.0;0.09982905982905983;0.007163068714005524
14;2534.0;0.07692307692307693;0.010378253045127583
14;2910.0;0.0766951566951567;0.012053381534606344
14;3862.0;0.07361823361823362;0.007307539521331777
14;5358.0;0.10415954415954415;0.0022092905776062693
14;1510.0;0.07407407407407407;0.010744554239351993
14;2440.0;0.08364672364672365;0.011172426662527588
14;3519.0;0.0856980056980057;0.006246321044947386
14;4120.0;0.0629059829059829;0.010409177648571242
15;3686.0;0.08626780626780628;0.01063286504867743
15;4436.0;0.07247863247863247;0.005330246314972146
15;2719.0;0.10792022792022793;0.00445710321714159
15;3361.0;0.11464387464387464;0.004638251796427268
15;2812.0;0.11669515669515669;0.004471764572064435
15;7981.0;0.06153846153846154;0.004576737111219467
15;3631.0;0.06336182336182336;0.008710369987723541
15;1947.0;0.11168091168091168;0.0053597175208296086
15;4407.0;0.0717948717948718;0.0035552345731760583
15;6957.0;0.06279202279202278;0.00814976073683135
16;2551.0;0.10005698005698006;0.0045467001070806584
16;3437.0;0.04957264957264958;0.011212484041446423
16;4130.0;0.07977207977207977;0.008262094927184924
16;3564.0;0.07361823361823361;0.010266619266387009
16;3645.0;0.08638176638176638;0.007089993246569513
16;2895.0;0.053675213675213676;0.007189498585730054
16;3015.0;0.08113960113960114;0.0044228271348206874
16;3951.0;0.05641025641025642;0.011308191282979793
16;2761.0;0.10461538461538461;0.005340607519795116
16;1740.0;0.06336182336182336;0.012291377750261324
17;6369.0;0.04706552706552706;0.008562319145231258
17;4633.0;0.0768091168091168;0.010264085999922215
17;3496.0;0.051737891737891735;0.010235675330074936
17;4788.0;0.1206837606837607;0.005511694859459938
17;3748.0;0.07692307692307691;0.006855055376498339
17;2914.0;0.08683760683760686;0.01379808576340775
17;3081.0;0.08341880341880342;0.006113459130799818
17;5624.0;0.08547008547008546;0.006880032894365328
17;4986.0;0.0776068376068376;0.010869358520710628
17;4627.0;0.061424501424501426;0.008565587336349241
18;3184.0;0.04581196581196582;0.011325786588818509
18;2893.0;0.0719088319088319;0.010603554279050499
18;3952.0;0.05618233618233618;0.007261340229176805
18;1846.0;0.07772079772079772;0.005063174655613587
18;4547.0;0.07965811965811966;0.006453832803780524
18;3750.0;0.07247863247863247;0.0066433260857059456
18;1958.0;0.0815954415954416;0.008335666656219865
18;4795.0;0.07304843304843306;0.008106895747823353
18;4004.0;0.06769230769230769;0.00437033086867137
18;2891.0;0.07544159544159543;0.007709213916777276
19;2625.0;0.06894586894586895;0.013310884309072445
19;3577.0;0.07772079772079772;0.009608137514620654
19;2769.0;0.06871794871794873;0.01138768722428554
19;5823.0;0.05185185185185184;0.006088435568589001
19;3356.0;0.07646723646723647;0.004837004535482774
19;5571.0;0.09982905982905983;0.0073837963862821866
19;2090.0;0.06222222222222222;0.017626235204197496
19;3394.0;0.06678062678062678;0.005262103048917012
19;4647.0;0.05982905982905983;0.005289007777308412
19;3683.0;0.05766381766381768;0.009059686947040145
20;4447.0;0.08068376068376068;0.005982370336920329
20;2297.0;0.10450142450142451;0.004955757616533745
20;6331.0;0.06370370370370369;0.007232604575750618
20;1589.0;0.06700854700854701;0.007566508041735035
20;2223.0;0.0939031339031339;0.00824255185747331
20;7715.0;0.06017094017094018;0.006786130917932596
20;2686.0;0.08649572649572648;0.00976433402130509
20;5114.0;0.06347578347578346;0.011156748638688622
20;3770.0;0.09116809116809117;0.004744946684114335
20;3573.0;0.08569800569800569;0.007121900778628643
21;2822.0;0.0719088319088319;0.009603562746942622
21;2188.0;0.07122507122507123;0.007816282262901875
21;5904.0;0.05789173789173789;0.0036659179803539173
21;6547.0;0.06940170940170941;0.004989286903866873
21;2442.0;0.0815954415954416;0.004372489724126201
21;3880.0;0.10290598290598289;0.007333190219324181
21;3190.0;0.07202279202279202;0.013793851228356337
21;6484.0;0.060398860398860395;0.009955432125103537
21;3429.0;0.0637037037037037;0.009069406111576632
21;2482.0;0.07054131054131053;0.008234759217157541
22;2349.0;0.07407407407407406;0.010778743036892293
22;3103.0;0.06313390313390313;0.006666447250961814
22;3554.0;0.08797720797720797;0.004465503335929934
22;2315.0;0.0554985754985755;0.009411002062181142
22;4113.0;0.06962962962962962;0.006084095357793849
22;2220.0;0.06575498575498574;0.010702885576693685
22;4128.0;0.08672364672364673;0.008994904708259957
22;5048.0;0.0809116809116809;0.0038279734270780384
22;2571.0;0.1305982905982906;0.003451248557433361
22;3757.0;0.10233618233618234;0.007314708203500724
23;4786.0;0.059145299145299146;0.008941416552290983
23;2786.0;0.07646723646723647;0.010539471519523329
23;5148.0;0.1060968660968661;0.006355419566146515
23;2008.0;0.10290598290598292;0.005961558014611117
23;6734.0;0.0825071225071225;0.003273094495346069
23;2991.0;0.10108262108262107;0.011261398508381907
23;5845.0;0.08866096866096865;0.008991838774346903
23;5508.0;0.059487179487179485;0.007828827090948067
23;5190.0;0.06005698005698006;0.011701103300093765
23;1475.0;0.09048433048433048;0.007367120767361202
24;4752.0;0.059259259259259255;0.009286905488180877
